"REF_DATE","GEO","DGUID","Census year (2)","Age (in single years), average age and median age (128)","Gender (3a)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","British Columbia","2021A000259","2021","Total - Age","Total - Gender","","0","units","0","","141.1.1.1","5000880","","","","0"
"2021","British Columbia","2021A000259","2021","Total - Age","Men+","","0","units","0","","141.1.1.2","2457510","","","","0"
"2021","British Columbia","2021A000259","2021","Total - Age","Women+","","0","units","0","","141.1.1.3","2543365","","","","0"
"2021","British Columbia","2021A000259","2021","0 to 14 years","Total - Gender","","0","units","0","","141.1.2.1","716900","","","","0"
"2021","British Columbia","2021A000259","2021","0 to 14 years","Men+","","0","units","0","","141.1.2.2","369250","","","","0"
"2021","British Columbia","2021A000259","2021","0 to 14 years","Women+","","0","units","0","","141.1.2.3","347650","","","","0"
"2021","British Columbia","2021A000259","2021","0 to 4 years","Total - Gender","","0","units","0","","141.1.3.1","216820","","","","0"
"2021","British Columbia","2021A000259","2021","0 to 4 years","Men+","","0","units","0","","141.1.3.2","111020","","","","0"
"2021","British Columbia","2021A000259","2021","0 to 4 years","Women+","","0","units","0","","141.1.3.3","105800","","","","0"
"2021","British Columbia","2021A000259","2021","Under 1 year","Total - Gender","","0","units","0","","141.1.4.1","40340","","","","0"
"2021","British Columbia","2021A000259","2021","Under 1 year","Men+","","0","units","0","","141.1.4.2","20760","","","","0"
"2021","British Columbia","2021A000259","2021","Under 1 year","Women+","","0","units","0","","141.1.4.3","19580","","","","0"
"2021","British Columbia","2021A000259","2021","1","Total - Gender","","0","units","0","","141.1.5.1","41745","","","","0"
"2021","British Columbia","2021A000259","2021","1","Men+","","0","units","0","","141.1.5.2","21385","","","","0"
"2021","British Columbia","2021A000259","2021","1","Women+","","0","units","0","","141.1.5.3","20360","","","","0"
"2021","British Columbia","2021A000259","2021","2","Total - Gender","","0","units","0","","141.1.6.1","42665","","","","0"
"2021","British Columbia","2021A000259","2021","2","Men+","","0","units","0","","141.1.6.2","21825","","","","0"
"2021","British Columbia","2021A000259","2021","2","Women+","","0","units","0","","141.1.6.3","20835","","","","0"
"2021","British Columbia","2021A000259","2021","3","Total - Gender","","0","units","0","","141.1.7.1","45050","","","","0"
"2021","British Columbia","2021A000259","2021","3","Men+","","0","units","0","","141.1.7.2","23040","","","","0"
"2021","British Columbia","2021A000259","2021","3","Women+","","0","units","0","","141.1.7.3","22010","","","","0"
"2021","British Columbia","2021A000259","2021","4","Total - Gender","","0","units","0","","141.1.8.1","47025","","","","0"
"2021","British Columbia","2021A000259","2021","4","Men+","","0","units","0","","141.1.8.2","24000","","","","0"
"2021","British Columbia","2021A000259","2021","4","Women+","","0","units","0","","141.1.8.3","23020","","","","0"
"2021","British Columbia","2021A000259","2021","5 to 9 years","Total - Gender","","0","units","0","","141.1.9.1","244290","","","","0"
"2021","British Columbia","2021A000259","2021","5 to 9 years","Men+","","0","units","0","","141.1.9.2","125805","","","","0"
"2021","British Columbia","2021A000259","2021","5 to 9 years","Women+","","0","units","0","","141.1.9.3","118480","","","","0"
"2021","British Columbia","2021A000259","2021","5","Total - Gender","","0","units","0","","141.1.10.1","47830","","","","0"
"2021","British Columbia","2021A000259","2021","5","Men+","","0","units","0","","141.1.10.2","24630","","","","0"
"2021","British Columbia","2021A000259","2021","5","Women+","","0","units","0","","141.1.10.3","23200","","","","0"
"2021","British Columbia","2021A000259","2021","6","Total - Gender","","0","units","0","","141.1.11.1","48400","","","","0"
"2021","British Columbia","2021A000259","2021","6","Men+","","0","units","0","","141.1.11.2","24920","","","","0"
"2021","British Columbia","2021A000259","2021","6","Women+","","0","units","0","","141.1.11.3","23475","","","","0"
"2021","British Columbia","2021A000259","2021","7","Total - Gender","","0","units","0","","141.1.12.1","48665","","","","0"
"2021","British Columbia","2021A000259","2021","7","Men+","","0","units","0","","141.1.12.2","25015","","","","0"
"2021","British Columbia","2021A000259","2021","7","Women+","","0","units","0","","141.1.12.3","23650","","","","0"
"2021","British Columbia","2021A000259","2021","8","Total - Gender","","0","units","0","","141.1.13.1","49820","","","","0"
"2021","British Columbia","2021A000259","2021","8","Men+","","0","units","0","","141.1.13.2","25635","","","","0"
"2021","British Columbia","2021A000259","2021","8","Women+","","0","units","0","","141.1.13.3","24180","","","","0"
"2021","British Columbia","2021A000259","2021","9","Total - Gender","","0","units","0","","141.1.14.1","49575","","","","0"
"2021","British Columbia","2021A000259","2021","9","Men+","","0","units","0","","141.1.14.2","25600","","","","0"
"2021","British Columbia","2021A000259","2021","9","Women+","","0","units","0","","141.1.14.3","23975","","","","0"
"2021","British Columbia","2021A000259","2021","10 to 14 years","Total - Gender","","0","units","0","","141.1.15.1","255790","","","","0"
"2021","British Columbia","2021A000259","2021","10 to 14 years","Men+","","0","units","0","","141.1.15.2","132430","","","","0"
"2021","British Columbia","2021A000259","2021","10 to 14 years","Women+","","0","units","0","","141.1.15.3","123365","","","","0"
"2021","British Columbia","2021A000259","2021","10","Total - Gender","","0","units","0","","141.1.16.1","49935","","","","0"
"2021","British Columbia","2021A000259","2021","10","Men+","","0","units","0","","141.1.16.2","25765","","","","0"
"2021","British Columbia","2021A000259","2021","10","Women+","","0","units","0","","141.1.16.3","24175","","","","0"
"2021","British Columbia","2021A000259","2021","11","Total - Gender","","0","units","0","","141.1.17.1","51160","","","","0"
"2021","British Columbia","2021A000259","2021","11","Men+","","0","units","0","","141.1.17.2","26445","","","","0"
"2021","British Columbia","2021A000259","2021","11","Women+","","0","units","0","","141.1.17.3","24715","","","","0"
"2021","British Columbia","2021A000259","2021","12","Total - Gender","","0","units","0","","141.1.18.1","52140","","","","0"
"2021","British Columbia","2021A000259","2021","12","Men+","","0","units","0","","141.1.18.2","27170","","","","0"
"2021","British Columbia","2021A000259","2021","12","Women+","","0","units","0","","141.1.18.3","24970","","","","0"
"2021","British Columbia","2021A000259","2021","13","Total - Gender","","0","units","0","","141.1.19.1","51895","","","","0"
"2021","British Columbia","2021A000259","2021","13","Men+","","0","units","0","","141.1.19.2","26740","","","","0"
"2021","British Columbia","2021A000259","2021","13","Women+","","0","units","0","","141.1.19.3","25155","","","","0"
"2021","British Columbia","2021A000259","2021","14","Total - Gender","","0","units","0","","141.1.20.1","50655","","","","0"
"2021","British Columbia","2021A000259","2021","14","Men+","","0","units","0","","141.1.20.2","26310","","","","0"
"2021","British Columbia","2021A000259","2021","14","Women+","","0","units","0","","141.1.20.3","24345","","","","0"
"2021","British Columbia","2021A000259","2021","15 to 64 years","Total - Gender","","0","units","0","","141.1.21.1","3267615","","","","0"
"2021","British Columbia","2021A000259","2021","15 to 64 years","Men+","","0","units","0","","141.1.21.2","1614620","","","","0"
"2021","British Columbia","2021A000259","2021","15 to 64 years","Women+","","0","units","0","","141.1.21.3","1652995","","","","0"
"2021","British Columbia","2021A000259","2021","15 to 19 years","Total - Gender","","0","units","0","","141.1.22.1","253690","","","","0"
"2021","British Columbia","2021A000259","2021","15 to 19 years","Men+","","0","units","0","","141.1.22.2","131245","","","","0"
"2021","British Columbia","2021A000259","2021","15 to 19 years","Women+","","0","units","0","","141.1.22.3","122445","","","","0"
"2021","British Columbia","2021A000259","2021","15","Total - Gender","","0","units","0","","141.1.23.1","50070","","","","0"
"2021","British Columbia","2021A000259","2021","15","Men+","","0","units","0","","141.1.23.2","25940","","","","0"
"2021","British Columbia","2021A000259","2021","15","Women+","","0","units","0","","141.1.23.3","24125","","","","0"
"2021","British Columbia","2021A000259","2021","16","Total - Gender","","0","units","0","","141.1.24.1","50635","","","","0"
"2021","British Columbia","2021A000259","2021","16","Men+","","0","units","0","","141.1.24.2","26060","","","","0"
"2021","British Columbia","2021A000259","2021","16","Women+","","0","units","0","","141.1.24.3","24575","","","","0"
"2021","British Columbia","2021A000259","2021","17","Total - Gender","","0","units","0","","141.1.25.1","50950","","","","0"
"2021","British Columbia","2021A000259","2021","17","Men+","","0","units","0","","141.1.25.2","26460","","","","0"
"2021","British Columbia","2021A000259","2021","17","Women+","","0","units","0","","141.1.25.3","24485","","","","0"
"2021","British Columbia","2021A000259","2021","18","Total - Gender","","0","units","0","","141.1.26.1","50575","","","","0"
"2021","British Columbia","2021A000259","2021","18","Men+","","0","units","0","","141.1.26.2","26185","","","","0"
"2021","British Columbia","2021A000259","2021","18","Women+","","0","units","0","","141.1.26.3","24390","","","","0"
"2021","British Columbia","2021A000259","2021","19","Total - Gender","","0","units","0","","141.1.27.1","51460","","","","0"
"2021","British Columbia","2021A000259","2021","19","Men+","","0","units","0","","141.1.27.2","26595","","","","0"
"2021","British Columbia","2021A000259","2021","19","Women+","","0","units","0","","141.1.27.3","24870","","","","0"
"2021","British Columbia","2021A000259","2021","20 to 24 years","Total - Gender","","0","units","0","","141.1.28.1","294645","","","","0"
"2021","British Columbia","2021A000259","2021","20 to 24 years","Men+","","0","units","0","","141.1.28.2","151505","","","","0"
"2021","British Columbia","2021A000259","2021","20 to 24 years","Women+","","0","units","0","","141.1.28.3","143140","","","","0"
"2021","British Columbia","2021A000259","2021","20","Total - Gender","","0","units","0","","141.1.29.1","55710","","","","0"
"2021","British Columbia","2021A000259","2021","20","Men+","","0","units","0","","141.1.29.2","28690","","","","0"
"2021","British Columbia","2021A000259","2021","20","Women+","","0","units","0","","141.1.29.3","27020","","","","0"
"2021","British Columbia","2021A000259","2021","21","Total - Gender","","0","units","0","","141.1.30.1","57610","","","","0"
"2021","British Columbia","2021A000259","2021","21","Men+","","0","units","0","","141.1.30.2","29575","","","","0"
"2021","British Columbia","2021A000259","2021","21","Women+","","0","units","0","","141.1.30.3","28035","","","","0"
"2021","British Columbia","2021A000259","2021","22","Total - Gender","","0","units","0","","141.1.31.1","58260","","","","0"
"2021","British Columbia","2021A000259","2021","22","Men+","","0","units","0","","141.1.31.2","29940","","","","0"
"2021","British Columbia","2021A000259","2021","22","Women+","","0","units","0","","141.1.31.3","28320","","","","0"
"2021","British Columbia","2021A000259","2021","23","Total - Gender","","0","units","0","","141.1.32.1","60320","","","","0"
"2021","British Columbia","2021A000259","2021","23","Men+","","0","units","0","","141.1.32.2","30820","","","","0"
"2021","British Columbia","2021A000259","2021","23","Women+","","0","units","0","","141.1.32.3","29500","","","","0"
"2021","British Columbia","2021A000259","2021","24","Total - Gender","","0","units","0","","141.1.33.1","62745","","","","0"
"2021","British Columbia","2021A000259","2021","24","Men+","","0","units","0","","141.1.33.2","32475","","","","0"
"2021","British Columbia","2021A000259","2021","24","Women+","","0","units","0","","141.1.33.3","30270","","","","0"
"2021","British Columbia","2021A000259","2021","25 to 29 years","Total - Gender","","0","units","0","","141.1.34.1","337085","","","","0"
"2021","British Columbia","2021A000259","2021","25 to 29 years","Men+","","0","units","0","","141.1.34.2","170505","","","","0"
"2021","British Columbia","2021A000259","2021","25 to 29 years","Women+","","0","units","0","","141.1.34.3","166580","","","","0"
"2021","British Columbia","2021A000259","2021","25","Total - Gender","","0","units","0","","141.1.35.1","65475","","","","0"
"2021","British Columbia","2021A000259","2021","25","Men+","","0","units","0","","141.1.35.2","33370","","","","0"
"2021","British Columbia","2021A000259","2021","25","Women+","","0","units","0","","141.1.35.3","32105","","","","0"
"2021","British Columbia","2021A000259","2021","26","Total - Gender","","0","units","0","","141.1.36.1","66095","","","","0"
"2021","British Columbia","2021A000259","2021","26","Men+","","0","units","0","","141.1.36.2","33880","","","","0"
"2021","British Columbia","2021A000259","2021","26","Women+","","0","units","0","","141.1.36.3","32205","","","","0"
"2021","British Columbia","2021A000259","2021","27","Total - Gender","","0","units","0","","141.1.37.1","66760","","","","0"
"2021","British Columbia","2021A000259","2021","27","Men+","","0","units","0","","141.1.37.2","33755","","","","0"
"2021","British Columbia","2021A000259","2021","27","Women+","","0","units","0","","141.1.37.3","33005","","","","0"
"2021","British Columbia","2021A000259","2021","28","Total - Gender","","0","units","0","","141.1.38.1","68555","","","","0"
"2021","British Columbia","2021A000259","2021","28","Men+","","0","units","0","","141.1.38.2","34450","","","","0"
"2021","British Columbia","2021A000259","2021","28","Women+","","0","units","0","","141.1.38.3","34110","","","","0"
"2021","British Columbia","2021A000259","2021","29","Total - Gender","","0","units","0","","141.1.39.1","70205","","","","0"
"2021","British Columbia","2021A000259","2021","29","Men+","","0","units","0","","141.1.39.2","35050","","","","0"
"2021","British Columbia","2021A000259","2021","29","Women+","","0","units","0","","141.1.39.3","35155","","","","0"
"2021","British Columbia","2021A000259","2021","30 to 34 years","Total - Gender","","0","units","0","","141.1.40.1","358590","","","","0"
"2021","British Columbia","2021A000259","2021","30 to 34 years","Men+","","0","units","0","","141.1.40.2","178925","","","","0"
"2021","British Columbia","2021A000259","2021","30 to 34 years","Women+","","0","units","0","","141.1.40.3","179665","","","","0"
"2021","British Columbia","2021A000259","2021","30","Total - Gender","","0","units","0","","141.1.41.1","72710","","","","0"
"2021","British Columbia","2021A000259","2021","30","Men+","","0","units","0","","141.1.41.2","36580","","","","0"
"2021","British Columbia","2021A000259","2021","30","Women+","","0","units","0","","141.1.41.3","36125","","","","0"
"2021","British Columbia","2021A000259","2021","31","Total - Gender","","0","units","0","","141.1.42.1","73305","","","","0"
"2021","British Columbia","2021A000259","2021","31","Men+","","0","units","0","","141.1.42.2","36595","","","","0"
"2021","British Columbia","2021A000259","2021","31","Women+","","0","units","0","","141.1.42.3","36715","","","","0"
"2021","British Columbia","2021A000259","2021","32","Total - Gender","","0","units","0","","141.1.43.1","71905","","","","0"
"2021","British Columbia","2021A000259","2021","32","Men+","","0","units","0","","141.1.43.2","35985","","","","0"
"2021","British Columbia","2021A000259","2021","32","Women+","","0","units","0","","141.1.43.3","35925","","","","0"
"2021","British Columbia","2021A000259","2021","33","Total - Gender","","0","units","0","","141.1.44.1","70380","","","","0"
"2021","British Columbia","2021A000259","2021","33","Men+","","0","units","0","","141.1.44.2","34850","","","","0"
"2021","British Columbia","2021A000259","2021","33","Women+","","0","units","0","","141.1.44.3","35535","","","","0"
"2021","British Columbia","2021A000259","2021","34","Total - Gender","","0","units","0","","141.1.45.1","70280","","","","0"
"2021","British Columbia","2021A000259","2021","34","Men+","","0","units","0","","141.1.45.2","34920","","","","0"
"2021","British Columbia","2021A000259","2021","34","Women+","","0","units","0","","141.1.45.3","35365","","","","0"
"2021","British Columbia","2021A000259","2021","35 to 39 years","Total - Gender","","0","units","0","","141.1.46.1","353350","","","","0"
"2021","British Columbia","2021A000259","2021","35 to 39 years","Men+","","0","units","0","","141.1.46.2","175175","","","","0"
"2021","British Columbia","2021A000259","2021","35 to 39 years","Women+","","0","units","0","","141.1.46.3","178180","","","","0"
"2021","British Columbia","2021A000259","2021","35","Total - Gender","","0","units","0","","141.1.47.1","71485","","","","0"
"2021","British Columbia","2021A000259","2021","35","Men+","","0","units","0","","141.1.47.2","35700","","","","0"
"2021","British Columbia","2021A000259","2021","35","Women+","","0","units","0","","141.1.47.3","35790","","","","0"
"2021","British Columbia","2021A000259","2021","36","Total - Gender","","0","units","0","","141.1.48.1","71875","","","","0"
"2021","British Columbia","2021A000259","2021","36","Men+","","0","units","0","","141.1.48.2","35905","","","","0"
"2021","British Columbia","2021A000259","2021","36","Women+","","0","units","0","","141.1.48.3","35970","","","","0"
"2021","British Columbia","2021A000259","2021","37","Total - Gender","","0","units","0","","141.1.49.1","70355","","","","0"
"2021","British Columbia","2021A000259","2021","37","Men+","","0","units","0","","141.1.49.2","34775","","","","0"
"2021","British Columbia","2021A000259","2021","37","Women+","","0","units","0","","141.1.49.3","35575","","","","0"
"2021","British Columbia","2021A000259","2021","38","Total - Gender","","0","units","0","","141.1.50.1","70235","","","","0"
"2021","British Columbia","2021A000259","2021","38","Men+","","0","units","0","","141.1.50.2","34775","","","","0"
"2021","British Columbia","2021A000259","2021","38","Women+","","0","units","0","","141.1.50.3","35460","","","","0"
"2021","British Columbia","2021A000259","2021","39","Total - Gender","","0","units","0","","141.1.51.1","69400","","","","0"
"2021","British Columbia","2021A000259","2021","39","Men+","","0","units","0","","141.1.51.2","34020","","","","0"
"2021","British Columbia","2021A000259","2021","39","Women+","","0","units","0","","141.1.51.3","35385","","","","0"
"2021","British Columbia","2021A000259","2021","40 to 44 years","Total - Gender","","0","units","0","","141.1.52.1","319745","","","","0"
"2021","British Columbia","2021A000259","2021","40 to 44 years","Men+","","0","units","0","","141.1.52.2","156480","","","","0"
"2021","British Columbia","2021A000259","2021","40 to 44 years","Women+","","0","units","0","","141.1.52.3","163265","","","","0"
"2021","British Columbia","2021A000259","2021","40","Total - Gender","","0","units","0","","141.1.53.1","67570","","","","0"
"2021","British Columbia","2021A000259","2021","40","Men+","","0","units","0","","141.1.53.2","33285","","","","0"
"2021","British Columbia","2021A000259","2021","40","Women+","","0","units","0","","141.1.53.3","34280","","","","0"
"2021","British Columbia","2021A000259","2021","41","Total - Gender","","0","units","0","","141.1.54.1","65500","","","","0"
"2021","British Columbia","2021A000259","2021","41","Men+","","0","units","0","","141.1.54.2","31970","","","","0"
"2021","British Columbia","2021A000259","2021","41","Women+","","0","units","0","","141.1.54.3","33530","","","","0"
"2021","British Columbia","2021A000259","2021","42","Total - Gender","","0","units","0","","141.1.55.1","63680","","","","0"
"2021","British Columbia","2021A000259","2021","42","Men+","","0","units","0","","141.1.55.2","31185","","","","0"
"2021","British Columbia","2021A000259","2021","42","Women+","","0","units","0","","141.1.55.3","32500","","","","0"
"2021","British Columbia","2021A000259","2021","43","Total - Gender","","0","units","0","","141.1.56.1","61675","","","","0"
"2021","British Columbia","2021A000259","2021","43","Men+","","0","units","0","","141.1.56.2","30130","","","","0"
"2021","British Columbia","2021A000259","2021","43","Women+","","0","units","0","","141.1.56.3","31550","","","","0"
"2021","British Columbia","2021A000259","2021","44","Total - Gender","","0","units","0","","141.1.57.1","61315","","","","0"
"2021","British Columbia","2021A000259","2021","44","Men+","","0","units","0","","141.1.57.2","29915","","","","0"
"2021","British Columbia","2021A000259","2021","44","Women+","","0","units","0","","141.1.57.3","31400","","","","0"
"2021","British Columbia","2021A000259","2021","45 to 49 years","Total - Gender","","0","units","0","","141.1.58.1","310035","","","","0"
"2021","British Columbia","2021A000259","2021","45 to 49 years","Men+","","0","units","0","","141.1.58.2","149520","","","","0"
"2021","British Columbia","2021A000259","2021","45 to 49 years","Women+","","0","units","0","","141.1.58.3","160515","","","","0"
"2021","British Columbia","2021A000259","2021","45","Total - Gender","","0","units","0","","141.1.59.1","61580","","","","0"
"2021","British Columbia","2021A000259","2021","45","Men+","","0","units","0","","141.1.59.2","29730","","","","0"
"2021","British Columbia","2021A000259","2021","45","Women+","","0","units","0","","141.1.59.3","31855","","","","0"
"2021","British Columbia","2021A000259","2021","46","Total - Gender","","0","units","0","","141.1.60.1","62040","","","","0"
"2021","British Columbia","2021A000259","2021","46","Men+","","0","units","0","","141.1.60.2","30015","","","","0"
"2021","British Columbia","2021A000259","2021","46","Women+","","0","units","0","","141.1.60.3","32025","","","","0"
"2021","British Columbia","2021A000259","2021","47","Total - Gender","","0","units","0","","141.1.61.1","61395","","","","0"
"2021","British Columbia","2021A000259","2021","47","Men+","","0","units","0","","141.1.61.2","29400","","","","0"
"2021","British Columbia","2021A000259","2021","47","Women+","","0","units","0","","141.1.61.3","31995","","","","0"
"2021","British Columbia","2021A000259","2021","48","Total - Gender","","0","units","0","","141.1.62.1","61840","","","","0"
"2021","British Columbia","2021A000259","2021","48","Men+","","0","units","0","","141.1.62.2","29740","","","","0"
"2021","British Columbia","2021A000259","2021","48","Women+","","0","units","0","","141.1.62.3","32100","","","","0"
"2021","British Columbia","2021A000259","2021","49","Total - Gender","","0","units","0","","141.1.63.1","63180","","","","0"
"2021","British Columbia","2021A000259","2021","49","Men+","","0","units","0","","141.1.63.2","30640","","","","0"
"2021","British Columbia","2021A000259","2021","49","Women+","","0","units","0","","141.1.63.3","32535","","","","0"
"2021","British Columbia","2021A000259","2021","50 to 54 years","Total - Gender","","0","units","0","","141.1.64.1","329005","","","","0"
"2021","British Columbia","2021A000259","2021","50 to 54 years","Men+","","0","units","0","","141.1.64.2","158545","","","","0"
"2021","British Columbia","2021A000259","2021","50 to 54 years","Women+","","0","units","0","","141.1.64.3","170460","","","","0"
"2021","British Columbia","2021A000259","2021","50","Total - Gender","","0","units","0","","141.1.65.1","67710","","","","0"
"2021","British Columbia","2021A000259","2021","50","Men+","","0","units","0","","141.1.65.2","32625","","","","0"
"2021","British Columbia","2021A000259","2021","50","Women+","","0","units","0","","141.1.65.3","35085","","","","0"
"2021","British Columbia","2021A000259","2021","51","Total - Gender","","0","units","0","","141.1.66.1","67345","","","","0"
"2021","British Columbia","2021A000259","2021","51","Men+","","0","units","0","","141.1.66.2","32485","","","","0"
"2021","British Columbia","2021A000259","2021","51","Women+","","0","units","0","","141.1.66.3","34855","","","","0"
"2021","British Columbia","2021A000259","2021","52","Total - Gender","","0","units","0","","141.1.67.1","66555","","","","0"
"2021","British Columbia","2021A000259","2021","52","Men+","","0","units","0","","141.1.67.2","31910","","","","0"
"2021","British Columbia","2021A000259","2021","52","Women+","","0","units","0","","141.1.67.3","34645","","","","0"
"2021","British Columbia","2021A000259","2021","53","Total - Gender","","0","units","0","","141.1.68.1","64245","","","","0"
"2021","British Columbia","2021A000259","2021","53","Men+","","0","units","0","","141.1.68.2","30905","","","","0"
"2021","British Columbia","2021A000259","2021","53","Women+","","0","units","0","","141.1.68.3","33340","","","","0"
"2021","British Columbia","2021A000259","2021","54","Total - Gender","","0","units","0","","141.1.69.1","63145","","","","0"
"2021","British Columbia","2021A000259","2021","54","Men+","","0","units","0","","141.1.69.2","30625","","","","0"
"2021","British Columbia","2021A000259","2021","54","Women+","","0","units","0","","141.1.69.3","32530","","","","0"
"2021","British Columbia","2021A000259","2021","55 to 59 years","Total - Gender","","0","units","0","","141.1.70.1","356345","","","","0"
"2021","British Columbia","2021A000259","2021","55 to 59 years","Men+","","0","units","0","","141.1.70.2","172520","","","","0"
"2021","British Columbia","2021A000259","2021","55 to 59 years","Women+","","0","units","0","","141.1.70.3","183825","","","","0"
"2021","British Columbia","2021A000259","2021","55","Total - Gender","","0","units","0","","141.1.71.1","66185","","","","0"
"2021","British Columbia","2021A000259","2021","55","Men+","","0","units","0","","141.1.71.2","32005","","","","0"
"2021","British Columbia","2021A000259","2021","55","Women+","","0","units","0","","141.1.71.3","34180","","","","0"
"2021","British Columbia","2021A000259","2021","56","Total - Gender","","0","units","0","","141.1.72.1","70375","","","","0"
"2021","British Columbia","2021A000259","2021","56","Men+","","0","units","0","","141.1.72.2","34090","","","","0"
"2021","British Columbia","2021A000259","2021","56","Women+","","0","units","0","","141.1.72.3","36285","","","","0"
"2021","British Columbia","2021A000259","2021","57","Total - Gender","","0","units","0","","141.1.73.1","73795","","","","0"
"2021","British Columbia","2021A000259","2021","57","Men+","","0","units","0","","141.1.73.2","35665","","","","0"
"2021","British Columbia","2021A000259","2021","57","Women+","","0","units","0","","141.1.73.3","38135","","","","0"
"2021","British Columbia","2021A000259","2021","58","Total - Gender","","0","units","0","","141.1.74.1","74755","","","","0"
"2021","British Columbia","2021A000259","2021","58","Men+","","0","units","0","","141.1.74.2","36455","","","","0"
"2021","British Columbia","2021A000259","2021","58","Women+","","0","units","0","","141.1.74.3","38295","","","","0"
"2021","British Columbia","2021A000259","2021","59","Total - Gender","","0","units","0","","141.1.75.1","71240","","","","0"
"2021","British Columbia","2021A000259","2021","59","Men+","","0","units","0","","141.1.75.2","34310","","","","0"
"2021","British Columbia","2021A000259","2021","59","Women+","","0","units","0","","141.1.75.3","36930","","","","0"
"2021","British Columbia","2021A000259","2021","60 to 64 years","Total - Gender","","0","units","0","","141.1.76.1","355130","","","","0"
"2021","British Columbia","2021A000259","2021","60 to 64 years","Men+","","0","units","0","","141.1.76.2","170210","","","","0"
"2021","British Columbia","2021A000259","2021","60 to 64 years","Women+","","0","units","0","","141.1.76.3","184920","","","","0"
"2021","British Columbia","2021A000259","2021","60","Total - Gender","","0","units","0","","141.1.77.1","72775","","","","0"
"2021","British Columbia","2021A000259","2021","60","Men+","","0","units","0","","141.1.77.2","34995","","","","0"
"2021","British Columbia","2021A000259","2021","60","Women+","","0","units","0","","141.1.77.3","37780","","","","0"
"2021","British Columbia","2021A000259","2021","61","Total - Gender","","0","units","0","","141.1.78.1","72215","","","","0"
"2021","British Columbia","2021A000259","2021","61","Men+","","0","units","0","","141.1.78.2","34475","","","","0"
"2021","British Columbia","2021A000259","2021","61","Women+","","0","units","0","","141.1.78.3","37740","","","","0"
"2021","British Columbia","2021A000259","2021","62","Total - Gender","","0","units","0","","141.1.79.1","70145","","","","0"
"2021","British Columbia","2021A000259","2021","62","Men+","","0","units","0","","141.1.79.2","33530","","","","0"
"2021","British Columbia","2021A000259","2021","62","Women+","","0","units","0","","141.1.79.3","36615","","","","0"
"2021","British Columbia","2021A000259","2021","63","Total - Gender","","0","units","0","","141.1.80.1","71025","","","","0"
"2021","British Columbia","2021A000259","2021","63","Men+","","0","units","0","","141.1.80.2","34230","","","","0"
"2021","British Columbia","2021A000259","2021","63","Women+","","0","units","0","","141.1.80.3","36800","","","","0"
"2021","British Columbia","2021A000259","2021","64 ","Total - Gender","","0","units","0","","141.1.81.1","68970","","","","0"
"2021","British Columbia","2021A000259","2021","64 ","Men+","","0","units","0","","141.1.81.2","32985","","","","0"
"2021","British Columbia","2021A000259","2021","64 ","Women+","","0","units","0","","141.1.81.3","35990","","","","0"
"2021","British Columbia","2021A000259","2021","65 years and over","Total - Gender","","0","units","0","","141.1.82.1","1016360","","","","0"
"2021","British Columbia","2021A000259","2021","65 years and over","Men+","","0","units","0","","141.1.82.2","473640","","","","0"
"2021","British Columbia","2021A000259","2021","65 years and over","Women+","","0","units","0","","141.1.82.3","542720","","","","0"
"2021","British Columbia","2021A000259","2021","65 to 69 years","Total - Gender","","0","units","0","","141.1.83.1","319405","","","","0"
"2021","British Columbia","2021A000259","2021","65 to 69 years","Men+","","0","units","0","","141.1.83.2","152705","","","","0"
"2021","British Columbia","2021A000259","2021","65 to 69 years","Women+","","0","units","0","","141.1.83.3","166700","","","","0"
"2021","British Columbia","2021A000259","2021","65","Total - Gender","","0","units","0","","141.1.84.1","68035","","","","0"
"2021","British Columbia","2021A000259","2021","65","Men+","","0","units","0","","141.1.84.2","32700","","","","0"
"2021","British Columbia","2021A000259","2021","65","Women+","","0","units","0","","141.1.84.3","35335","","","","0"
"2021","British Columbia","2021A000259","2021","66","Total - Gender","","0","units","0","","141.1.85.1","66910","","","","0"
"2021","British Columbia","2021A000259","2021","66","Men+","","0","units","0","","141.1.85.2","31805","","","","0"
"2021","British Columbia","2021A000259","2021","66","Women+","","0","units","0","","141.1.85.3","35105","","","","0"
"2021","British Columbia","2021A000259","2021","67","Total - Gender","","0","units","0","","141.1.86.1","63860","","","","0"
"2021","British Columbia","2021A000259","2021","67","Men+","","0","units","0","","141.1.86.2","30330","","","","0"
"2021","British Columbia","2021A000259","2021","67","Women+","","0","units","0","","141.1.86.3","33530","","","","0"
"2021","British Columbia","2021A000259","2021","68","Total - Gender","","0","units","0","","141.1.87.1","61605","","","","0"
"2021","British Columbia","2021A000259","2021","68","Men+","","0","units","0","","141.1.87.2","29580","","","","0"
"2021","British Columbia","2021A000259","2021","68","Women+","","0","units","0","","141.1.87.3","32025","","","","0"
"2021","British Columbia","2021A000259","2021","69","Total - Gender","","0","units","0","","141.1.88.1","58995","","","","0"
"2021","British Columbia","2021A000259","2021","69","Men+","","0","units","0","","141.1.88.2","28285","","","","0"
"2021","British Columbia","2021A000259","2021","69","Women+","","0","units","0","","141.1.88.3","30705","","","","0"
"2021","British Columbia","2021A000259","2021","70 to 74 years","Total - Gender","","0","units","0","","141.1.89.1","272360","","","","0"
